source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
intpol1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Interest in politics T1 (QD1),F8.0,,94|103,TRUE,Retained
partyid1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,R's party identification T1 (QD2),F8.0,,94|103,TRUE,Retained
parsupp1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Strength of support for party T1 (QD3),F8.0,,94|103,TRUE,Retained
welfare1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Labor party more concerned with welfare issues T1 (QD4),F8.0,,94|103,TRUE,Retained
welfact1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Correct about Labor party more concerned with welfare T1,F8.0,,94|103,TRUE,Retained
busines1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Liberal party closer to business T1 (QD5),F8.0,,94|103,TRUE,Retained
busfact1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Correct about Liberal party closer to business T1,F8.0,,94|103,TRUE,Retained
democra1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Satisfied with way democracy works T1 (QD6),F8.0,,94|103,TRUE,Retained
ridgewy1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Role of Aden Ridgeway T1 (QD7),F8.0,,94|103,TRUE,Retained
rfact1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Correct about role of Aden Ridgeway T1,F8.0,,94|103,TRUE,Retained
jgeorge1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Role of Jennie George T1 (QD8),F8.0,,94|103,TRUE,Retained
jgfact1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Correct about role of Jennie George T1,F8.0,,94|103,TRUE,Retained
polfeel1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Feeling toward politicians T1 (QD9a),F8.0,,94|103,TRUE,Retained
monarch1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Feeling toward monarchists T1 (QD9b),F8.0,,94|103,TRUE,Retained
repub1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Feeling toward republicans T1 (QD9c),F8.0,,94|103,TRUE,Retained
saygov1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,No say about what govt. does T1 (QD10a),F8.0,,94|103,TRUE,Retained
opinion1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Opinions worth listening to T1 (QD10b),F8.0,,94|103,TRUE,Retained
brither1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,British heritage important T1 (QE1a),F8.0,,94|103,TRUE,Retained
preserv1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Preserve traditional ways T1 (QE1b),F8.0,,94|103,TRUE,Retained
majorit1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Do what majority wants T1 (QE1c),F8.0,,94|103,TRUE,Retained
schage,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Age of leaving school T1 (QF1),F8.0,,94|103,TRUE,Retained
