caseid,source_row,pollgroup,legacy_field,historical_value,approved_value
52011,58,5206,chi.t2att3,0.7166666984558105,0.25
52268,59,5216,chi.t2att3,0.3333333432674408,1
52147,60,5211,chi.t2att3,0.4600000083446502,0.46666666865348816
52194,61,5203,chi.t2att3,0.5,0.5
52197,62,5208,chi.t2att3,0.46666666865348816,0.6333333253860474
52208,63,5214,chi.t2att3,0.47999998927116394,0.45000001788139343
52195,64,5214,chi.t2att3,0.6599999666213989,0.6666666865348816
52186,65,5211,chi.t2att3,0.75,0.4000000059604645
52204,66,5215,chi.t2att3,0.8500000238418579,0.6000000238418579
52156,67,5205,chi.t2att3,0.3499999940395355,0.3499999940395355
52096,68,5211,chi.t2att3,0.8999999761581421,0.625
52201,69,5206,chi.t2att3,0.5,0.5
52188,70,5207,chi.t2att3,0.8666666746139526,0.4833333492279053
52183,71,5205,chi.t2att3,0.6499999761581421,0.4000000059604645
52207,72,5201,chi.t2att3,1,0.5166666507720947
52189,73,5204,chi.t2att3,0.5,0.7166666984558105
52210,74,5210,chi.t2att3,0.25,0.699999988079071
52172,75,5201,chi.t2att3,1,0.3499999940395355
52206,76,5211,chi.t2att3,0.6333333253860474,0.3500000238418579
52184,77,5211,chi.t2att3,0.6000000238418579,0.699999988079071
52203,78,5215,chi.t2att3,0.6666666865348816,0.7166666984558105
52192,79,5204,chi.t2att3,0.5,0
52202,80,5204,chi.t2att3,0.5,0
52198,81,5214,chi.t2att3,0.5,0.5833333134651184
52190,82,5211,chi.t2att3,0.5,0.7200000286102295
52200,83,5209,chi.t2att3,0.5,1
52199,84,5213,chi.t2att3,0.5,0.5
52205,85,5215,chi.t2att3,0.5,0.44999998807907104
52187,86,5205,chi.t2att3,0.30000001192092896,0.4399999976158142
52196,87,5214,chi.t2att3,0.550000011920929,0.5666666626930237
52209,88,5201,chi.t2att3,0.4000000059604645,0.7166666388511658
52185,89,5205,chi.t2att3,0.75,0.6000000238418579
52193,90,5201,chi.t2att3,1,0.5166666507720947
52229,91,5209,chi.t2att3,0.5,0.3333333432674408
52180,92,5212,chi.t2att3,0.7250000238418579,1
52077,93,5208,chi.t2att3,0.5333333611488342,0.5
52072,94,5214,chi.t2att3,0.3499999940395355,0.6666666865348816
52165,95,5215,chi.t2att3,0.800000011920929,0.5666666626930237
52076,96,5214,chi.t2att3,0.8333333134651184,0.699999988079071
52121,97,5206,chi.t2att3,1,1
52226,98,5216,chi.t2att3,0.5,0.30000001192092896
52142,99,5204,chi.t2att3,0.6833333373069763,0.5
52160,100,5207,chi.t2att3,0.6333333253860474,0.3333333432674408
52149,101,5201,chi.t2att3,0.5833333730697632,0.5333333611488342
52111,102,5204,chi.t2att3,1,0.5
52236,103,5207,chi.t2att3,0,1
52239,104,5202,chi.t2att3,0.699999988079071,0.5
52075,105,5203,chi.t2att3,1,1
52110,106,5211,chi.t2att3,0.5,0.5166666507720947
52177,107,5202,chi.t2att3,0.36666667461395264,0.5
52060,108,5207,chi.t2att3,0.6666666865348816,0.45000001788139343
52126,109,5201,chi.t2att3,0.675000011920929,0.36666667461395264
52093,110,5211,chi.t2att3,0.3333333432674408,0.10000000149011612
52083,111,5208,chi.t2att3,1,0.6666666865348816
52176,112,5211,chi.t2att3,0.25,0.5
52106,113,5213,chi.t2att3,0.5,0.8999999761581421
52125,114,5204,chi.t2att3,0.6600000262260437,0.5
52157,115,5213,chi.t2att3,0.5,0.5
52129,116,5214,chi.t2att3,1,1
52052,117,5215,chi.t2att3,0.5,0.6500000357627869
52086,118,5207,chi.t2att3,0.75,0.4833333492279053
52079,119,5214,chi.t2att3,1,0.6333333253860474
52154,120,5208,chi.t2att3,0.5,0.7666666507720947
52068,121,5209,chi.t2att3,0.5166666507720947,0.6166666746139526
52048,122,5211,chi.t2att3,0.28333333134651184,0.20000000298023224
52134,123,5207,chi.t2att3,0.8333333134651184,0.5333333611488342
52097,124,5216,chi.t2att3,0.5,0.1666666716337204
52139,125,5202,chi.t2att3,0.6666666865348816,1
52171,126,5212,chi.t2att3,0.5,0.5
52161,127,5205,chi.t2att3,0.699999988079071,0.8999999761581421
52085,128,5214,chi.t2att3,0.4166666865348816,0.4600000083446502
52122,129,5206,chi.t2att3,0.5,0.5
52059,130,5211,chi.t2att3,0.5333333611488342,0.6333333253860474
52163,131,5209,chi.t2att3,1,0
52089,132,5207,chi.t2att3,0.699999988079071,0.5
52069,133,5213,chi.t2att3,0.45000001788139343,0.5
52062,134,5212,chi.t2att3,0.3333333432674408,1
52091,135,5209,chi.t2att3,0.1666666716337204,0.3333333432674408
52223,136,5205,chi.t2att3,0.5833333134651184,0.5
52179,137,5205,chi.t2att3,0.3199999928474426,0.7833333611488342
52150,138,5203,chi.t2att3,0.25,0.7333333492279053
52094,139,5202,chi.t2att3,0.38333332538604736,0.5
52095,140,5205,chi.t2att3,0.8999999761581421,1
52137,141,5205,chi.t2att3,0.6000000238418579,0.7666666507720947
52153,142,5206,chi.t2att3,1,0.5600000023841858
52181,143,5207,chi.t2att3,1,0.7333333492279053
52098,145,5201,chi.t2att3,0.4000000059604645,0.3499999940395355
52178,146,5206,chi.t2att3,0.6000000238418579,0.6200000047683716
52050,147,5207,chi.t2att3,0.5,0.699999988079071
52222,148,5201,chi.t2att3,0.3166666626930237,0.5833333134651184
52061,149,5206,chi.t2att3,0.699999988079071,0.5
52092,150,5208,chi.t2att3,0.75,0.6666666865348816
52109,151,5213,chi.t2att3,0.5,0.5
52103,152,5206,chi.t2att3,0.5,0.4166666567325592
52084,153,5204,chi.t2att3,0.46666666865348816,0.5166666507720947
52146,154,5209,chi.t2att3,0.46666666865348816,0.5
52159,155,5208,chi.t2att3,0.5,0.5
52175,156,5204,chi.t2att3,0.5,0.5
52090,157,5208,chi.t2att3,0.699999988079071,0.5
52216,158,5211,chi.t2att3,0.5,1
52123,159,5205,chi.t2att3,1,0.5
52064,160,5210,chi.t2att3,1,1
52100,161,5201,chi.t2att3,0.550000011920929,0.4000000059604645
52214,162,5212,chi.t2att3,0.5,1
52220,163,5216,chi.t2att3,0.5,0.6666666865348816
52055,164,5204,chi.t2att3,0.5833333134651184,0.7333333492279053
52132,165,5213,chi.t2att3,0.875,1
52065,166,5201,chi.t2att3,1,0.5333333611488342
52114,167,5203,chi.t2att3,0.75,0.5
52174,168,5205,chi.t2att3,0.5,0.7666666507720947
52167,169,5206,chi.t2att3,0.5,1
52235,170,5208,chi.t2att3,0.5,0.6499999761581421
52215,171,5204,chi.t2att3,0.5,0.6000000238418579
52217,172,5215,chi.t2att3,0.5,0.8600000143051147
52107,173,5210,chi.t2att3,0.5,1
52130,174,5208,chi.t2att3,0.699999988079071,1
52254,175,5202,chi.t2att3,0.5,1
52113,176,5202,chi.t2att3,1,1
52133,177,5206,chi.t2att3,0.30000001192092896,0.4333333373069763
52108,178,5213,chi.t2att3,0.10000000149011612,0.8666666746139526
