WEIGHT_CONTROL	WEIGHT_DELEGATE	POST	GROUP	CONDITION	Q1	Q2A	Q2B	Q2C	Q2D	Q2E	Q2F	Q2G	Q2H	Q2I	Q3A	Q3B	Q3C	Q3D	Q3E	Q3F	Q3G	Q3H	Q4A	Q4B	Q4C	Q4D	Q4E	Q4F	Q4G	Q4H	Q4I	Q4J	Q5A	Q5B	Q5C	Q5D	Q5E	Q5F	Q5G	Q5H	Q5I	Q5J	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q6G	Q6H	Q6I	Q6J	D1	D2D	D2R	D2I	LIBCONV	Q9_1	Q9_2	PK1	PK1TIME	PK2	PK2TIME	PK3	PK3TIME	PK4	PK4TIME	PK5	PK5TIME	PK6	PK6TIME	PK7	PK7TIME	T2Q1	T2Q2A	T2Q2B	T2Q2C	T2Q2D	T2Q2E	T2Q2F	T2Q2G	T2Q2H	T2Q2I	T2Q3A	T2Q3B	T2Q3C	T2Q3D	T2Q3E	T2Q3F	T2Q3G	T2Q3H	T2Q4A	T2Q4B	T2Q4C	T2Q4D	T2Q4E	T2Q4F	T2Q4G	T2Q4H	T2Q4I	T2Q4J	T2Q5A	T2Q5B	T2Q5C	T2Q5D	T2Q5E	T2Q5F	T2Q5G	T2Q5H	T2Q5I	T2Q5J	T2Q6A	T2Q6B	T2Q6C	T2Q6D	T2Q6E	T2Q6F	T2Q6G	T2Q6H	T2Q6I	T2Q6J	T2D1	T2D2D	T2D2R	T2D2I	T2LIBCONV	T2Q9_1	T2Q9_2	T2PK1	T2PK1TIME	T2PK2	T2PK2TIME	T2PK3	T2PK3TIME	T2PK4	T2PK4TIME	T2PK6	T2PK6TIME	T2PK5	T2PK5TIME	T2PK7	T2PK7TIME	PARTYID3	T2PARTYID3	GENDER	AGE	AGE4	RACETHNICITY	EDUC4
" "	" "	0	" "	1	6	3	1	3	8	7	6	9	9	3	10	10	9	9	1	0	0	8	5	8	2	4	7	1	10	7	3	2	1	1	8	8	10	8	7	5	10	10	8	4	10	10	9	10	98	7	3	7	1	"2"	" "	" "	2	84	20	2	9	98	1	77	10	77	23	1	22	77	16	2	20	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	76	4	1	3
" "	" "	0	" "	1	0	1	7	8	10	8	8	5	10	2	10	10	10	10	0	0	77	10	10	10	0	10	10	0	7	7	77	0	2	0	8	10	10	10	8	10	10	10	0	0	1	10	5	77	10	10	0	8	1	"2"	" "	" "	3	71	40	2	7	1	1	77	2	4	8	77	9	1	8	4	21	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	27	1	1	3
" "	" "	0	" "	1	1	5	10	10	10	8	10	10	5	10	5	5	77	10	10	10	77	8	5	10	5	7	10	5	10	10	10	0	10	10	10	10	10	10	10	77	10	10	10	6	10	10	77	7	10	10	9	8	3	" "	" "	"3"	4	70	30	1	1	1	10	4	4	4	13	4	19	2	7	2	30	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	34	2	1	3
" "	" "	0	" "	1	10	77	10	0	8	5	10	10	0	10	0	0	0	0	10	10	10	0	0	0	10	0	7	10	5	0	0	0	10	0	0	0	2	0	0	0	5	9	1	2	10	0	10	0	5	5	10	5	3	" "	" "	"2"	4	998	17	1	7	2	7	4	4	2	8	4	11	2	6	2	13	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	69	4	3	3
" "	" "	0	" "	1	7	2	9	6	8	5	4	8	7	7	7	7	6	5	5	6	8	4	3	2	4	2	4	8	3	4	6	2	2	0	10	10	10	10	77	5	10	10	3	77	77	8	6	8	3	4	6	7	3	" "	" "	"3"	4	65	45	98	0	77	1	98	0	4	1	3	1	77	1	3	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	30	2	1	3
" "	" "	0	" "	1	6	0	10	10	10	6	10	10	10	0	5	10	10	10	10	5	4	10	10	8	0	10	10	10	0	10	10	4	5	4	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	5	5	10	1	"1"	" "	" "	4	100	4	1	2	2	4	77	8	4	9	4	25	77	6	77	20	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	24	1	2	2
"0.991852611"	" "	1	" "	0	4	2	9	10	10	10	7	8	10	2	10	10	8	9	1	0	0	6	8	10	6	9	8	0	10	5	8	6	1	1	7	7	10	10	10	10	8	7	9	0	10	7	2	8	10	9	0	9	1	"1"	" "	" "	2	60	10	2	3	1	2	77	4	4	6	4	9	77	4	2	8	"2"	"0"	"8"	"8"	"7"	"8"	"9"	"10"	"10"	"2"	"10"	"10"	"9"	"10"	"1"	"0"	"1"	"7"	"8"	"9"	"2"	"10"	"9"	"0"	"10"	"5"	"5"	"6"	"1"	"1"	"7"	"8"	"10"	"10"	"10"	"10"	"9"	"5"	"7"	"0"	"7"	"8"	"3"	"7"	"10"	"8"	"0"	"8"	"1"	"1"	" "	" "	"2"	"50"	"5"	"2"	"3"	"1"	"2"	"77"	"4"	"4"	"5"	"77"	"8"	"4"	"10"	"2"	"6"	1	"1"	2	31	2	1	4
" "	" "	0	" "	1	6	9	6	4	9	2	10	8	5	9	1	1	1	1	7	7	5	2	5	5	6	6	8	6	2	1	1	1	6	7	6	7	9	3	7	4	7	7	1	7	7	4	6	1	4	5	8	5	2	" "	"1"	" "	6	7	80	2	4	1	3	3	10	4	14	1	14	77	5	2	12	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	53	3	1	3
" "	"1.077329274"	1	"4"	1	4	10	10	0	0	0	9	0	2	10	2	2	0	0	8	5	5	4	0	0	3	1	5	8	0	0	0	0	10	5	0	5	7	5	0	0	7	9	4	6	8	5	7	1	0	77	8	2	2	" "	"1"	" "	7	2	74	2	6	1	4	2	111	77	15	4	16	4	14	77	12	"5"	"5"	"8"	"1"	"3"	"3"	"9"	"2"	"5"	"9"	"2"	"3"	"1"	"1"	"9"	"6"	"8"	"1"	"0"	"0"	"1"	"1"	"4"	"8"	"0"	"0"	"0"	"0"	"9"	"8"	"5"	"5"	"10"	"6"	"1"	"0"	"9"	"9"	"4"	"7"	"7"	"5"	"6"	"4"	"1"	"4"	"7"	"6"	"2"	" "	"1"	" "	"7"	"10"	"60"	"2"	" "	"1"	" "	"3"	" "	"77"	" "	"4"	" "	"1"	" "	"1"	" "	2	"2"	2	71	4	1	3
" "	" "	0	" "	1	5	5	5	5	5	5	5	5	5	5	77	77	5	77	77	0	77	5	77	77	77	77	5	77	5	5	77	77	3	3	5	5	7	7	7	7	7	7	77	77	77	77	5	77	6	5	77	7	3	" "	" "	"2"	4	54	54	77	4	77	3	77	3	77	5	1	13	77	4	77	6	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	60	4	1	4
" "	" "	0	" "	1	77	5	5	5	5	5	5	5	5	5	10	10	5	77	5	5	5	5	77	77	77	77	77	6	10	10	5	5	0	0	5	5	5	5	5	5	10	10	77	7	5	5	5	6	5	5	77	77	1	"2"	" "	" "	4	58	40	1	1	1	1	2	2	77	1	77	1	77	1	77	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	34	2	5	1
" "	" "	0	" "	1	8	5	5	6	77	5	77	8	5	5	8	5	5	77	8	5	0	0	0	10	8	8	5	5	0	5	1	0	0	0	5	5	5	5	5	5	8	5	5	5	5	10	5	9	10	5	9	5	1	"2"	" "	" "	3	56	4	2	11	1	7	2	6	77	14	1	27	2	15	77	12	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	90	4	1	2
" "	" "	0	" "	1	5	0	10	8	9	6	8	9	10	4	10	10	10	9	5	0	0	6	7	10	77	8	6	0	10	4	2	0	0	0	8	5	10	5	3	4	7	8	8	6	10	10	5	8	10	8	5	8	3	" "	" "	"1"	1	56	3	2	4	1	2	77	4	77	5	4	11	77	4	77	5	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	64	4	1	4
" "	" "	0	" "	1	7	8	10	8	7	77	8	10	77	5	8	10	6	7	77	0	0	7	10	10	0	8	10	77	77	3	10	0	5	4	5	7	10	5	7	8	77	10	77	3	3	5	3	77	7	8	7	77	2	" "	"2"	" "	4	5	19	77	4	77	3	77	3	77	4	77	12	77	4	77	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	68	4	1	3
" "	" "	0	" "	1	6	5	6	2	5	5	7	8	5	5	5	7	6	3	7	3	5	2	5	2	7	3	7	7	0	5	0	0	5	5	5	3	6	1	2	0	8	5	6	5	7	6	5	5	6	8	9	6	2	" "	"2"	" "	3	15	777	2	19	1	3	77	5	77	6	77	7	77	6	77	13	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	44	2	1	3
"1.790623998"	" "	1	" "	0	8	5	4	6	3	6	8	7	6	8	0	0	2	0	7	4	3	0	3	0	5	0	2	8	2	3	0	0	10	0	2	2	7	2	5	0	6	5	77	7	6	7	7	0	3	7	6	4	2	" "	"1"	" "	7	26	74	2	7	1	3	2	7	4	12	1	16	2	8	77	25	"7"	"5"	"7"	"5"	"3"	"7"	"8"	"7"	"5"	"8"	"0"	"0"	"3"	"0"	"7"	"8"	"5"	"0"	"3"	"0"	"10"	"3"	"0"	"7"	"98"	"3"	"0"	"2"	"10"	"0"	"2"	"3"	"8"	"0"	"0"	"2"	"7"	"6"	"77"	"7"	"5"	"7"	"7"	"1"	"2"	"7"	"8"	"8"	"2"	" "	"1"	" "	"7"	"6"	"89"	"2"	"6"	"1"	"4"	"2"	"8"	"77"	"24"	"4"	"36"	"4"	"23"	"2"	"16"	2	"2"	1	68	4	1	4
" "	" "	0	" "	1	5	3	10	0	10	10	10	10	10	0	10	10	10	10	10	0	5	10	10	10	77	10	10	10	5	5	0	0	10	10	5	5	10	10	10	5	10	10	5	5	77	5	0	77	10	10	10	5	4	" "	" "	"2"	8	51	50	77	10	1	5	1	5	77	15	4	87	77	6	77	13	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	28	1	4	3
" "	" "	0	" "	1	6	0	4	6	9	6	7	8	10	8	77	77	5	8	5	77	6	1	4	8	7	7	5	9	4	10	6	77	0	5	8	7	5	3	6	3	7	5	77	1	77	6	77	77	77	7	77	9	1	"2"	" "	" "	4	59	49	77	5	2	3	77	5	77	6	1	17	77	5	2	11	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	23	1	2	3
" "	"0.661897518"	1	"17"	1	5	5	10	8	0	5	10	5	5	5	8	10	2	10	5	0	0	0	10	10	5	10	8	10	5	0	0	0	10	5	0	0	10	10	10	0	10	5	8	0	0	10	10	5	4	10	5	5	3	" "	" "	"3"	5	27	74	1	13	2	5	77	7	77	40	77	19	3	11	2	21	"6"	"5"	"10"	"5"	"2"	"0"	"5"	"5"	"8"	"3"	"3"	"10"	"10"	"10"	"2"	"0"	"0"	"0"	"8"	"10"	"7"	"10"	"10"	"2"	"6"	"0"	"0"	"0"	"8"	"10"	"5"	"8"	"10"	"10"	"10"	"8"	"10"	"10"	"10"	"10"	"5"	"10"	"10"	"5"	"2"	"10"	"10"	"5"	"3"	" "	" "	"3"	"6"	"26"	"45"	"1"	" "	"2"	" "	"1"	" "	"4"	" "	"3"	" "	"4"	" "	"2"	" "	3	"3"	1	54	3	1	3
"1.548832083"	" "	1	" "	0	7	5	10	5	10	10	10	10	8	2	10	10	8	8	9	3	5	9	9	5	1	10	8	5	7	8	6	1	3	3	8	8	10	9	8	7	10	8	5	9	10	10	7	8	9	8	5	7	1	"1"	" "	" "	4	54	15	1	11	1	5	77	5	77	8	1	22	3	14	2	25	"5"	"5"	"9"	"5"	"8"	"7"	"8"	"8"	"10"	"3"	"8"	"9"	"7"	"5"	"5"	"2"	"5"	"9"	"8"	"9"	"2"	"8"	"9"	"3"	"5"	"5"	"8"	"2"	"3"	"5"	"7"	"7"	"10"	"7"	"5"	"5"	"8"	"9"	"7"	"5"	"8"	"9"	"7"	"5"	"9"	"5"	"5"	"10"	"1"	"2"	" "	" "	"4"	"53"	"14"	"1"	"15"	"77"	"7"	"77"	"5"	"77"	"8"	"3"	"22"	"1"	"17"	"77"	"14"	1	"1"	2	71	4	1	3
" "	" "	0	" "	1	7	9	4	4	6	4	10	4	0	10	0	0	2	0	10	7	7	0	0	0	10	2	3	7	0	0	0	0	7	6	2	5	4	0	0	0	4	5	2	5	5	5	5	2	0	4	3	4	3	" "	" "	"3"	5	0	79	2	7	1	4	1	9	77	7	4	18	2	19	2	10	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	62	4	1	4
" "	" "	0	" "	1	4	4	10	10	6	6	77	8	10	6	10	8	10	10	3	0	0	8	5	9	5	8	8	0	10	8	8	3	0	0	10	10	10	98	10	10	10	10	8	5	5	5	5	10	10	10	3	8	3	" "	" "	"1"	4	75	12	2	6	1	6	77	36	4	50	4	48	77	11	4	37	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	64	4	2	4
" "	" "	0	" "	1	8	7	8	5	7	5	5	7	6	8	6	6	6	5	6	3	5	7	8	5	5	6	8	7	9	3	5	4	7	5	6	5	8	2	6	6	10	10	6	8	5	10	10	5	8	5	10	7	2	" "	"2"	" "	6	33	47	2	5	1	3	77	5	77	9	4	21	3	6	2	9	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	63	4	1	2
" "	" "	0	" "	1	10	5	10	10	5	0	10	0	0	10	0	0	0	0	10	0	5	0	10	0	10	0	0	10	0	0	0	0	5	0	0	0	8	10	10	0	10	8	5	5	5	10	5	0	0	0	0	0	2	" "	"2"	" "	6	32	59	2	3	1	2	4	3	77	6	1	10	77	5	2	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	48	3	1	4
" "	" "	0	" "	1	5	9	5	1	5	9	10	10	5	2	10	10	10	10	5	2	5	5	2	2	9	2	5	0	0	2	2	1	10	0	0	0	5	10	10	5	10	10	10	1	3	10	5	5	5	9	7	5	2	" "	"1"	" "	6	45	99	77	6	1	4	3	3	3	5	1	3	3	5	1	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	35	2	1	3
" "	" "	0	" "	1	3	10	5	0	6	6	5	8	0	10	2	5	3	1	5	3	2	1	10	1	7	4	2	5	7	0	0	0	9	5	0	0	5	2	5	2	8	6	4	5	5	6	5	77	3	2	5	3	3	" "	" "	"3"	6	0	33	2	49	1	56	77	161	4	90	4	104	2	37	77	12	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	58	3	1	3
"0.879967588"	" "	1	" "	0	6	5	4	6	5	7	6	7	6	6	77	77	5	7	5	2	5	3	3	8	5	8	7	5	98	5	3	0	5	3	5	6	3	4	4	5	3	4	5	2	5	7	5	8	5	7	5	7	2	" "	"2"	" "	4	40	60	2	9	1	3	77	6	77	10	77	22	77	10	77	19	"6"	"6"	"6"	"6"	"5"	"6"	"7"	"8"	"8"	"8"	"5"	"5"	"6"	"8"	"4"	"2"	"5"	"3"	"8"	"8"	"4"	"10"	"7"	"3"	"5"	"4"	"8"	"2"	"5"	"5"	"6"	"6"	"9"	"8"	"8"	"5"	"7"	"8"	"5"	"5"	"5"	"8"	"5"	"8"	"5"	"8"	"7"	"8"	"2"	" "	"2"	" "	"4"	"40"	"60"	"2"	"8"	"1"	"3"	"77"	"7"	"77"	"10"	"77"	"8"	"4"	"17"	"77"	"9"	2	"2"	1	62	4	1	4
"1.083091376"	" "	1	" "	0	5	0	8	9	9	10	3	7	10	1	10	10	10	10	0	0	0	10	10	10	0	10	8	0	10	10	5	10	0	0	7	7	10	10	10	10	10	10	7	2	9	5	0	10	10	7	0	8	1	"1"	" "	" "	1	93	0	2	4	1	7	77	3	4	70	4	13	2	30	77	21	"3"	"0"	"9"	"8"	"9"	"9"	"77"	"8"	"10"	"0"	"10"	"10"	"10"	"10"	"0"	"0"	"0"	"8"	"8"	"10"	"0"	"10"	"10"	"0"	"10"	"8"	"8"	"10"	"0"	"0"	"9"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"77"	"77"	"10"	"7"	"0"	"9"	"10"	"8"	"0"	"8"	"1"	"1"	" "	" "	"1"	"65"	"0"	"2"	"4"	"1"	"2"	"77"	"3"	"4"	"5"	"2"	"7"	"4"	"10"	"2"	"9"	1	"1"	1	25	1	1	4
"0.764472135"	" "	1	" "	0	2	2	10	10	5	10	10	10	10	2	10	10	10	10	0	0	0	10	10	10	0	10	10	0	10	10	7	10	0	0	7	2	10	10	10	10	10	5	10	0	10	10	5	10	10	3	0	10	1	"1"	" "	" "	1	75	5	2	4	1	4	2	8	77	14	4	12	2	5	2	11	"2"	"2"	"8"	"10"	"5"	"8"	"8"	"10"	"10"	"2"	"10"	"10"	"10"	"10"	"0"	"0"	"0"	"10"	"9"	"10"	"5"	"10"	"10"	"0"	"10"	"10"	"3"	"0"	"0"	"0"	"10"	"10"	"10"	"10"	"10"	"8"	"10"	"10"	"10"	"0"	"10"	"10"	"2"	"10"	"8"	"2"	"0"	"10"	"1"	"1"	" "	" "	"2"	"88"	"3"	"2"	"4"	"1"	"3"	"77"	"18"	"77"	"13"	"2"	"6"	"4"	"11"	"2"	"12"	1	"1"	1	74	4	1	4
" "	" "	0	" "	1	5	10	0	0	5	0	5	0	0	10	0	0	0	0	10	10	7	0	10	0	2	0	0	5	0	0	4	0	10	0	0	0	10	0	5	0	0	5	5	5	0	3	4	0	3	0	0	0	4	" "	" "	"3"	8	11	33	2	30	2	3	1	9	4	16	4	9	2	17	1	10	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	31	2	1	3
" "	" "	0	" "	1	5	4	6	6	10	6	10	6	7	5	3	3	3	0	7	5	7	2	5	2	10	1	6	7	2	2	2	2	5	5	5	4	10	6	8	6	6	8	4	5	5	7	6	5	4	5	6	6	3	" "	" "	"3"	5	27	69	2	5	1	2	1	11	4	1	4	10	2	14	77	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	51	3	1	4
" "	" "	0	" "	1	3	7	77	7	3	7	6	10	1	8	77	77	3	7	77	77	77	8	77	77	3	5	7	7	77	7	2	77	77	6	4	2	4	7	77	8	10	5	4	7	77	0	2	10	1	4	5	10	4	" "	" "	"2"	6	777	75	1	2	77	2	77	1	77	3	4	2	4	2	3	2	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	34	2	2	1
" "	" "	0	" "	1	5	5	77	77	5	5	5	5	10	5	77	77	77	77	77	77	77	77	5	10	5	8	5	5	7	9	77	77	5	5	77	77	5	77	5	77	77	77	77	77	77	77	77	77	77	5	77	5	1	"2"	" "	" "	4	80	47	2	7	77	2	77	2	77	3	98	12	77	2	77	2	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	41	2	2	4
