WEIGHT_CONTROL	WEIGHT_DELEGATE	POST	GROUP	CONDITION	Q1	Q2A	Q2B	Q2C	Q2D	Q2E	Q2F	Q2G	Q2H	Q2I	Q3A	Q3B	Q3C	Q3D	Q3E	Q3F	Q3G	Q3H	Q4A	Q4B	Q4C	Q4D	Q4E	Q4F	Q4G	Q4H	Q4I	Q4J	Q5A	Q5B	Q5C	Q5D	Q5E	Q5F	Q5G	Q5H	Q5I	Q5J	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q6G	Q6H	Q6I	Q6J	D1	D2D	D2R	D2I	LIBCONV	Q9_1	Q9_2	PK1	PK1TIME	PK2	PK2TIME	PK3	PK3TIME	PK4	PK4TIME	PK5	PK5TIME	PK6	PK6TIME	PK7	PK7TIME	T2Q1	T2Q2A	T2Q2B	T2Q2C	T2Q2D	T2Q2E	T2Q2F	T2Q2G	T2Q2H	T2Q2I	T2Q3A	T2Q3B	T2Q3C	T2Q3D	T2Q3E	T2Q3F	T2Q3G	T2Q3H	T2Q4A	T2Q4B	T2Q4C	T2Q4D	T2Q4E	T2Q4F	T2Q4G	T2Q4H	T2Q4I	T2Q4J	T2Q5A	T2Q5B	T2Q5C	T2Q5D	T2Q5E	T2Q5F	T2Q5G	T2Q5H	T2Q5I	T2Q5J	T2Q6A	T2Q6B	T2Q6C	T2Q6D	T2Q6E	T2Q6F	T2Q6G	T2Q6H	T2Q6I	T2Q6J	T2D1	T2D2D	T2D2R	T2D2I	T2LIBCONV	T2Q9_1	T2Q9_2	T2PK1	T2PK1TIME	T2PK2	T2PK2TIME	T2PK3	T2PK3TIME	T2PK4	T2PK4TIME	T2PK6	T2PK6TIME	T2PK5	T2PK5TIME	T2PK7	T2PK7TIME	PARTYID3	T2PARTYID3	GENDER	AGE	AGE4	RACETHNICITY	EDUC4
" "	" "	0	" "	1	3	5	9	5	7	8	9	3	8	9	5	6	3	6	7	6	5	4	4	5	3	1	8	8	1	1	2	0	8	5	0	5	10	2	4	0	7	8	2	8	7	7	8	1	5	10	10	4	3	" "	" "	"3"	5	3	52	2	6	1	2	77	19	3	251	1	42	3	176	2	14	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	66	4	1	3
" "	" "	0	" "	1	7	0	10	5	10	10	77	10	10	77	5	77	77	10	10	10	10	0	0	5	5	5	10	10	10	10	5	77	10	77	5	5	10	77	77	10	10	4	77	77	77	5	77	77	77	10	77	5	3	" "	" "	"3"	1	80	82	1	17	2	5	2	11	4	11	4	21	77	198	77	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	26	1	2	1
" "	"1.231978645"	1	"4"	1	5	3	9	5	6	8	8	5	9	5	5	1	1	0	5	3	3	1	4	0	1	7	4	4	0	1	5	7	6	5	6	2	5	2	6	2	6	6	8	1	9	10	8	9	9	6	6	9	3	" "	" "	"2"	6	20	10	2	4	1	3	77	5	4	7	4	10	2	6	2	13	"4"	"2"	"9"	"8"	"7"	"7"	"7"	"7"	"10"	"77"	"5"	"5"	"5"	"0"	"5"	"4"	"4"	"1"	"8"	"0"	"5"	"7"	"7"	"2"	"1"	"1"	"5"	"8"	"5"	"8"	"2"	"2"	"2"	"5"	"77"	"1"	"5"	"7"	"10"	"0"	"10"	"9"	"7"	"10"	"8"	"5"	"5"	"10"	"3"	" "	" "	"2"	"6"	"50"	"20"	"2"	" "	"1"	" "	"1"	" "	"4"	" "	"2"	" "	"4"	" "	"2"	" "	3	"3"	1	75	4	1	4
" "	" "	0	" "	1	7	8	5	4	6	6	5	6	8	7	5	5	6	7	7	5	6	2	0	1	8	1	5	7	0	0	0	0	8	7	3	5	7	5	5	4	77	8	5	7	6	8	8	0	3	10	9	6	3	" "	" "	"2"	5	57	44	2	26	1	12	1	33	1	56	4	10	3	7	2	13	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	35	2	1	3
" "	" "	0	" "	1	77	0	77	6	5	77	77	6	10	0	10	10	7	9	0	0	0	10	6	10	77	7	10	0	5	10	6	6	1	2	7	6	10	6	10	77	6	6	6	77	5	77	77	98	77	77	77	5	1	"2"	" "	" "	8	57	18	1	4	1	5	77	5	4	10	1	10	77	9	1	6	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	22	1	2	2
" "	"0.713650157"	1	"5"	1	4	8	9	5	8	5	9	9	9	7	9	10	8	9	5	2	3	6	8	5	9	9	9	9	5	8	6	2	5	3	6	8	5	9	5	8	10	6	3	6	9	9	9	2	2	8	9	5	2	" "	"2"	" "	4	5	76	2	7	1	4	2	14	77	127	1	22	2	60	2	98	"98"	"4"	"8"	"5"	"8"	"8"	"9"	"6"	"8"	"4"	"8"	"7"	"7"	"9"	"5"	"4"	"6"	"7"	"6"	"9"	"5"	"7"	"9"	"2"	"2"	"1"	"4"	"2"	"6"	"2"	"5"	"6"	"9"	"6"	"6"	"6"	"9"	"8"	"8"	"6"	"8"	"7"	"8"	"6"	"3"	"7"	"8"	"8"	"2"	" "	"2"	" "	"4"	"35"	"65"	"2"	" "	"1"	" "	"1"	" "	"3"	" "	"3"	" "	"77"	" "	"2"	" "	2	"2"	1	71	4	1	3
" "	" "	0	" "	1	5	10	10	10	5	5	5	10	10	10	5	5	5	0	0	5	0	0	0	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	5	8	8	5	5	5	5	9	5	5	5	6	5	1	"1"	" "	" "	4	100	67	77	5	1	4	77	5	4	8	2	14	77	5	77	4	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	48	3	4	3
" "	" "	0	" "	1	2	10	5	0	4	0	7	0	0	10	0	0	2	0	6	5	2	0	0	0	5	5	1	5	0	0	0	0	10	5	0	0	8	0	5	0	0	6	0	77	5	8	5	10	5	5	8	3	2	" "	"2"	" "	6	2	42	1	13	2	2	77	6	77	9	4	13	77	6	77	9	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	52	3	1	2
" "	"0.913527763"	1	"20"	1	5	10	6	0	0	0	10	7	0	5	0	0	0	0	10	5	0	0	0	5	0	5	5	5	5	0	5	0	10	10	5	5	10	10	5	0	10	10	0	10	10	0	0	0	0	0	0	0	2	" "	"1"	" "	7	3	50	2	7	1	4	2	16	77	18	4	21	77	10	1	25	"0"	"5"	"10"	"0"	"5"	"5"	"10"	"8"	"5"	"10"	"0"	"0"	"0"	"0"	"10"	"10"	"10"	"0"	"0"	"0"	"10"	"0"	"10"	"5"	"5"	"0"	"0"	"0"	"10"	"0"	"5"	"5"	"10"	"10"	"5"	"0"	"10"	"10"	"0"	"5"	"5"	"10"	"0"	"0"	"10"	"0"	"5"	"5"	"2"	" "	"1"	" "	"7"	"34"	"62"	"2"	" "	"1"	" "	"77"	" "	"4"	" "	"2"	" "	"1"	" "	"4"	" "	2	"2"	2	77	4	1	3
"1.282384136"	" "	1	" "	0	3	5	9	6	6	6	77	6	10	2	10	10	8	7	77	0	0	5	5	10	1	10	10	0	10	10	77	77	0	0	10	10	10	10	10	10	10	10	77	2	8	9	77	10	10	10	8	77	1	"1"	" "	" "	2	71	3	2	5	1	4	77	5	4	16	77	17	77	6	77	6	"0"	"5"	"10"	"8"	"8"	"8"	"77"	"10"	"10"	"2"	"10"	"10"	"10"	"10"	"77"	"0"	"0"	"10"	"77"	"10"	"77"	"10"	"10"	"77"	"10"	"8"	"8"	"10"	"0"	"0"	"5"	"5"	"10"	"8"	"8"	"8"	"10"	"10"	"10"	"0"	"10"	"77"	"77"	"10"	"10"	"8"	"77"	"77"	"1"	"1"	" "	" "	"2"	"87"	"2"	"2"	"7"	"1"	"4"	"77"	"5"	"77"	"12"	"77"	"4"	"1"	"17"	"77"	"8"	1	"1"	2	73	4	1	2
" "	" "	0	" "	1	4	0	10	6	4	5	10	7	10	5	10	10	8	10	3	0	2	5	10	5	1	5	2	0	7	2	8	0	0	0	7	7	10	10	10	10	10	5	10	0	8	10	7	10	10	9	0	10	1	"2"	" "	" "	3	90	0	2	6	1	3	77	11	77	15	4	21	77	11	2	53	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	65	4	1	4
" "	"0.53377988"	1	"6"	1	4	6	6	77	6	2	6	9	7	6	8	6	9	98	8	6	4	7	7	8	2	8	8	6	7	5	5	5	8	8	3	2	9	8	6	5	5	8	4	4	4	7	7	4	3	7	8	8	4	" "	" "	"3"	6	40	67	77	2	77	2	77	2	4	11	77	4	4	5	77	3	"6"	"2"	"9"	"6"	"7"	"4"	"6"	"1"	"8"	"1"	"7"	"9"	"9"	"7"	"6"	"3"	"5"	"8"	"4"	"7"	"1"	"6"	"8"	"5"	"6"	"5"	"3"	"3"	"6"	"7"	"6"	"6"	"9"	"5"	"9"	"4"	"10"	"9"	"8"	"2"	"5"	"8"	"6"	"5"	"4"	"6"	"5"	"9"	"3"	" "	" "	"3"	"5"	"60"	"70"	"2"	" "	"1"	" "	"1"	" "	"3"	" "	"2"	" "	"4"	" "	"2"	" "	3	"3"	1	59	3	1	4
" "	" "	0	" "	1	6	77	5	5	8	7	5	7	3	3	0	5	0	5	9	5	5	0	3	0	10	2	5	77	2	5	0	0	8	8	5	2	10	6	6	0	10	5	3	5	3	8	5	0	2	5	2	6	3	" "	" "	"3"	5	15	55	2	5	1	4	1	9	77	13	77	45	2	8	2	34	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	67	4	5	4
"0.927929886"	" "	1	" "	0	6	4	7	6	77	5	9	3	7	6	8	6	7	7	2	0	5	6	4	7	3	6	7	5	5	3	3	1	5	5	7	6	7	5	7	5	6	7	6	4	5	6	4	5	8	6	3	7	3	" "	" "	"1"	4	46	36	77	1	77	1	77	5	77	8	4	11	77	3	2	9	"3"	"4"	"7"	"6"	"8"	"5"	"7"	"4"	"4"	"6"	"7"	"7"	"8"	"7"	"4"	"2"	"4"	"5"	"7"	"7"	"5"	"7"	"7"	"3"	"5"	"3"	"1"	"0"	"5"	"5"	"6"	"6"	"7"	"6"	"7"	"5"	"7"	"5"	"5"	"6"	"6"	"7"	"4"	"5"	"7"	"7"	"4"	"8"	"3"	" "	" "	"1"	"4"	"58"	"43"	"2"	"6"	"77"	"2"	"77"	"4"	"77"	"6"	"1"	"8"	"4"	"10"	"2"	"6"	3	"3"	1	31	2	1	4
"0.687768184"	" "	1	" "	0	2	1	8	9	8	6	5	5	9	5	10	6	5	6	4	1	1	5	2	10	0	8	7	0	8	5	6	6	1	5	6	7	6	5	5	5	7	7	7	2	7	7	3	7	10	6	2	8	1	"1"	" "	" "	2	72	3	2	4	1	2	2	13	3	20	4	15	2	9	2	14	"4"	"0"	"9"	"9"	"8"	"8"	"5"	"3"	"8"	"1"	"10"	"10"	"8"	"5"	"1"	"1"	"0"	"7"	"5"	"6"	"0"	"7"	"4"	"2"	"9"	"5"	"7"	"7"	"1"	"5"	"7"	"7"	"8"	"4"	"6"	"6"	"10"	"10"	"5"	"2"	"8"	"7"	"1"	"10"	"6"	"4"	"2"	"7"	"1"	"1"	" "	" "	"1"	"64"	"0"	"2"	"5"	"1"	"2"	"2"	"8"	"4"	"8"	"1"	"7"	"4"	"10"	"2"	"16"	1	"1"	1	58	3	1	4
" "	" "	0	" "	0	77	77	77	10	10	10	77	0	10	0	77	77	77	77	8	77	77	77	77	10	77	10	10	10	10	10	10	10	77	77	77	77	10	10	10	10	10	10	77	77	77	77	77	77	77	77	77	77	1	"2"	" "	" "	8	777	777	2	14	2	13	77	4	77	106	77	107	77	12	77	2	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	24	1	2	3
" "	"0.237856755"	1	"18"	1	5	2	5	4	5	5	10	7	10	5	9	9	6	77	10	0	3	8	6	10	0	10	7	5	5	5	5	4	1	5	5	5	10	5	5	5	5	8	10	5	8	10	5	9	6	8	8	10	1	"2"	" "	" "	4	50	8	2	9	1	3	77	5	77	7	1	15	2	4	2	10	"7"	"5"	"10"	"5"	"9"	"8"	"8"	"5"	"10"	"6"	"10"	"10"	"10"	"10"	"10"	"0"	"2"	"2"	"0"	"10"	"77"	"10"	"10"	"0"	"4"	"4"	"1"	"0"	"5"	"6"	"5"	"7"	"10"	"10"	"9"	"5"	"10"	"10"	"10"	"1"	"7"	"10"	"9"	"9"	"10"	"9"	"9"	"10"	"1"	"2"	" "	" "	"4"	"75"	"40"	"1"	" "	"2"	" "	"2"	" "	"1"	" "	"77"	" "	"1"	" "	"4"	" "	1	"1"	2	56	3	2	4
" "	" "	0	" "	1	1	10	77	0	0	0	10	0	2	10	1	1	1	0	5	0	77	2	5	9	10	7	1	9	9	1	5	1	5	5	0	5	10	1	10	5	9	10	77	3	6	5	77	5	2	5	8	3	2	" "	"2"	" "	4	18	97	77	4	77	3	77	4	77	5	1	12	77	5	77	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	56	3	1	1
" "	" "	0	" "	1	9	5	10	7	10	9	10	5	7	8	5	2	77	5	9	0	1	6	77	1	7	8	5	7	5	3	0	0	5	5	1	1	10	1	2	0	10	10	77	6	6	9	6	77	7	10	10	10	3	" "	" "	"3"	6	1	81	2	17	1	2	77	12	77	16	1	37	4	17	77	42	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	58	3	1	4
" "	" "	0	" "	1	1	10	5	3	5	3	5	8	7	10	5	7	5	7	3	3	3	8	3	10	5	10	9	3	10	10	0	0	7	4	5	7	8	8	10	9	8	8	5	7	8	10	7	5	5	7	6	9	2	" "	"2"	" "	4	73	40	2	16	1	2	77	5	3	16	4	9	2	10	77	6	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	49	3	1	4
" "	" "	0	" "	0	5	6	10	5	6	4	6	3	4	4	5	6	4	7	6	2	3	2	5	4	1	10	6	1	0	0	0	0	7	5	5	5	6	6	5	3	5	10	5	7	5	6	4	5	5	5	3	3	3	" "	" "	"3"	6	34	72	77	14	77	2	77	3	77	10	4	10	77	4	77	18	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	26	1	1	3
" "	" "	0	" "	1	4	5	7	5	6	5	7	5	8	4	9	5	5	1	5	3	5	0	0	8	4	7	77	1	5	6	77	1	0	1	4	4	10	8	7	4	10	8	9	0	5	8	77	8	9	7	4	5	1	"2"	" "	" "	4	50	10	2	4	1	2	77	5	3	79	1	15	2	21	77	17	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	59	3	1	4
"0.699136495"	" "	1	" "	0	5	0	10	5	10	10	10	10	10	0	10	10	10	10	10	5	10	10	10	10	0	10	10	0	10	10	10	0	5	10	8	8	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	1	"2"	" "	" "	2	90	13	1	3	1	29	77	5	77	13	4	8	77	14	2	19	"3"	"0"	"10"	"10"	"5"	"10"	"10"	"10"	"10"	"0"	"10"	"10"	"10"	"10"	"5"	"2"	"5"	"10"	"10"	"10"	"5"	"10"	"10"	"5"	"10"	"10"	"10"	"5"	"5"	"0"	"5"	"8"	"10"	"10"	"10"	"10"	"5"	"10"	"7"	"8"	"5"	"10"	"10"	"5"	"10"	"8"	"5"	"5"	"1"	"2"	" "	" "	"4"	"82"	"998"	"2"	"1"	"2"	"10"	"77"	"20"	"4"	"39"	"2"	"31"	"4"	"11"	"2"	"30"	1	"1"	2	39	2	5	4
" "	" "	0	" "	1	8	5	5	0	0	0	7	10	5	8	0	0	0	0	8	6	7	0	10	0	5	0	8	10	0	0	0	0	10	5	0	0	10	10	10	0	5	7	0	6	5	5	3	0	0	5	5	8	2	" "	"1"	" "	6	10	89	2	8	1	5	77	13	4	17	1	39	2	80	1	115	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	72	4	1	4
" "	"0.538445829"	1	"8"	1	9	6	6	6	5	5	8	9	5	4	9	8	8	8	5	5	8	5	4	6	2	8	3	5	3	1	2	0	5	3	2	1	8	6	6	1	8	5	8	5	6	8	3	9	5	5	2	9	2	" "	"2"	" "	4	60	50	2	10	1	4	77	10	4	13	4	48	3	7	4	23	"5"	"4"	"9"	"5"	"7"	"3"	"5"	"3"	"8"	"2"	"10"	"9"	"7"	"6"	"6"	"6"	"6"	"6"	"3"	"6"	"2"	"8"	"3"	"4"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"2"	"10"	"4"	"6"	"0"	"10"	"6"	"9"	"3"	"8"	"9"	"6"	"9"	"77"	"5"	"5"	"9"	"2"	" "	"2"	" "	"4"	"52"	"48"	"2"	" "	"1"	" "	"1"	" "	"4"	" "	"3"	" "	"4"	" "	"4"	" "	2	"2"	2	62	4	1	4
"0.921028812"	" "	1	" "	0	8	5	8	2	2	2	10	10	10	8	10	8	10	10	5	2	5	98	10	10	2	8	5	0	6	2	2	0	0	0	5	5	10	10	10	5	10	10	8	8	10	10	3	5	8	5	2	5	1	"2"	" "	" "	98	78	21	2	10	1	6	1	41	77	24	4	42	77	15	2	34	"8"	"5"	"8"	"2"	"5"	"2"	"10"	"1"	"10"	"8"	"10"	"6"	"8"	"8"	"4"	"1"	"5"	"5"	"8"	"8"	"2"	"8"	"77"	"5"	"8"	"3"	"5"	"2"	"2"	"0"	"77"	"77"	"10"	"10"	"10"	"5"	"10"	"9"	"5"	"6"	"5"	"9"	"2"	"5"	"8"	"3"	"2"	"2"	"1"	"2"	" "	" "	"4"	"81"	"21"	"2"	"11"	"1"	"5"	"77"	"9"	"77"	"25"	"3"	"16"	"4"	"43"	"2"	"25"	1	"1"	1	64	4	1	4
"1.701804908"	" "	1	" "	0	4	5	8	8	6	6	77	8	5	5	77	77	77	7	5	7	7	6	5	7	5	8	7	0	8	7	7	77	5	77	5	77	10	8	8	5	10	8	77	77	77	7	5	77	5	5	6	5	2	" "	"1"	" "	6	8	82	77	17	77	9	77	5	77	8	4	34	77	8	77	14	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"2"	"5"	"5"	"5"	"5"	"6"	"7"	"5"	"6"	"7"	"5"	"7"	"5"	"8"	"7"	"2"	"5"	"5"	"5"	"5"	"10"	"5"	"5"	"5"	"10"	"7"	"5"	"7"	"10"	"7"	"77"	"5"	"77"	"8"	"6"	"7"	"5"	"5"	"5"	"5"	"2"	" "	"1"	" "	"8"	"998"	"777"	"77"	"9"	"1"	"7"	"77"	"4"	"77"	"6"	"77"	"6"	"1"	"24"	"77"	"8"	2	"2"	2	69	4	1	2
" "	" "	0	" "	1	4	7	7	2	4	8	3	2	8	3	8	6	6	2	8	2	3	0	1	2	3	2	1	4	5	6	7	8	6	5	4	3	2	7	3	4	6	4	3	5	2	7	1	7	3	3	77	4	1	"1"	" "	" "	5	54	84	3	1	2	1	2	0	4	0	2	0	2	1	4	0	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	30	2	2	3
"0.992607445"	" "	1	" "	0	5	5	5	2	10	2	5	7	10	7	10	10	9	10	0	0	0	10	10	8	0	10	10	0	5	1	6	0	0	0	5	10	10	5	5	5	5	10	5	0	0	5	0	10	10	5	0	0	1	"2"	" "	" "	3	76	3	77	6	77	2	1	3	4	4	4	7	77	3	1	4	"5"	"5"	"5"	"3"	"5"	"0"	"5"	"10"	"6"	"10"	"10"	"10"	"10"	"10"	"5"	"0"	"0"	"10"	"5"	"7"	"10"	"7"	"5"	"0"	"5"	"4"	"10"	"10"	"0"	"0"	"10"	"10"	"5"	"5"	"5"	"5"	"6"	"5"	"7"	"0"	"0"	"5"	"0"	"10"	"10"	"5"	"0"	"5"	"1"	"2"	" "	" "	"2"	"74"	"13"	"1"	"8"	"2"	"1"	"2"	"1"	"4"	"3"	"2"	"2"	"4"	"4"	"4"	"5"	1	"1"	1	28	1	1	4
" "	"0.628996573"	1	"9"	1	7	2	6	6	8	7	77	7	10	4	10	10	10	10	0	0	0	8	77	8	5	8	10	0	3	10	10	0	0	5	5	6	10	5	7	7	10	10	5	3	8	10	77	10	6	9	5	10	1	"2"	" "	" "	4	60	29	2	33	1	2	77	4	3	7	1	19	1	5	4	0	"7"	"0"	"10"	"10"	"8"	"8"	"9"	"10"	"10"	"5"	"10"	"10"	"10"	"8"	"0"	"0"	"0"	"7"	"10"	"9"	"6"	"10"	"10"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"4"	"8"	"10"	"5"	"8"	"5"	"10"	"10"	"10"	"0"	"10"	"10"	"8"	"10"	"10"	"8"	"1"	"10"	"1"	"2"	" "	" "	"4"	"50"	"20"	"2"	" "	"1"	" "	"1"	" "	"3"	" "	"2"	" "	"4"	" "	"1"	" "	1	"1"	2	36	2	6	3
" "	" "	0	" "	1	4	4	7	2	77	77	7	77	8	1	10	77	9	77	2	0	0	9	2	8	77	9	8	77	9	7	77	2	2	2	77	77	10	10	10	77	77	77	77	77	77	77	77	77	9	6	1	7	1	"1"	" "	" "	2	70	20	2	25	1	3	77	4	77	6	77	17	77	6	77	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	60	4	1	4
" "	" "	0	" "	1	7	77	5	5	5	5	77	77	8	77	10	10	77	77	0	0	0	10	77	8	77	77	8	5	8	0	0	0	77	77	5	5	8	8	77	77	8	8	77	5	77	77	77	5	8	8	8	5	3	" "	" "	"1"	4	85	10	98	26	98	3	98	6	98	8	98	11	98	4	98	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	46	3	1	4
